CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	74	9006	0.81	9080
2	78	8976	0.86	9054
3	143	10616	1.33	10759
4	88	10447	0.84	10535
5	110	10610	1.03	10720
6	92	10283	0.89	10375
7	72	10258	0.70	10330
8	112	10700	1.04	10812
9	77	10613	0.72	10690
10	98	10278	0.94	10376
11	81	10488	0.77	10569
12	92	10317	0.88	10409
13	108	10424	1.03	10532
14	86	10325	0.83	10411
15	98	10461	0.93	10559
16	105	10401	1.00	10506
17	90	10593	0.84	10683
18	95	10438	0.90	10533
19	79	10685	0.73	10764
20	171	10125	1.66	10296
21	155	10349	1.48	10504
22	78	10477	0.74	10555
23	86	10557	0.81	10643
24	89	10657	0.83	10746
25	82	10401	0.78	10483
26	82	10619	0.77	10701
27	96	10450	0.91	10546
28	88	10600	0.82	10688
29	90	10646	0.84	10736
30	84	10832	0.77	10916
31	104	10558	0.98	10662
32	92	10787	0.85	10879
33	96	10567	0.90	10663
34	86	10444	0.82	10530
35	101	10447	0.96	10548
36	88	10659	0.82	10747
37	113	10409	1.07	10522
38	109	10481	1.03	10590
39	101	10686	0.94	10787
40	93	10484	0.88	10577
41	84	10834	0.77	10918
42	83	10735	0.77	10818
43	87	10807	0.80	10894
44	95	10559	0.89	10654
45	73	10633	0.68	10706
46	114	10375	1.09	10489
47	98	10619	0.91	10717
48	80	10710	0.74	10790
49	97	10437	0.92	10534
50	102	10632	0.95	10734
51	83	10758	0.77	10841
52	82	10674	0.76	10756
53	78	10721	0.72	10799
54	103	10644	0.96	10747
55	84	10552	0.79	10636
56	92	10546	0.86	10638
57	99	10756	0.91	10855
58	80	10663	0.74	10743
59	102	10665	0.95	10767
60	94	10711	0.87	10805
61	104	10588	0.97	10692
62	96	10792	0.88	10888
63	93	10772	0.86	10865
64	91	10521	0.86	10612
65	93	10530	0.88	10623
66	95	10707	0.88	10802
67	105	10399	1.00	10504
68	88	10317	0.85	10405
69	85	10655	0.79	10740
70	107	10718	0.99	10825
71	104	10633	0.97	10737
72	89	10888	0.81	10977
73	86	10636	0.80	10722
74	90	10529	0.85	10619
75	97	10590	0.91	10687
76	99	10611	0.92	10710
77	104	10581	0.97	10685
78	106	10715	0.98	10821
79	98	10618	0.91	10716
80	94	10406	0.90	10500
81	109	10757	1.00	10866
82	97	10492	0.92	10589
83	109	10445	1.03	10554
84	129	10540	1.21	10669
85	92	10527	0.87	10619
86	106	10642	0.99	10748
87	117	10488	1.10	10605
88	119	10465	1.12	10584
89	82	10600	0.77	10682
90	100	10701	0.93	10801
91	85	10465	0.81	10550
92	95	10734	0.88	10829
93	87	10641	0.81	10728
94	86	10565	0.81	10651
95	95	10784	0.87	10879
96	98	10560	0.92	10658
97	95	10504	0.90	10599
98	88	10580	0.82	10668
99	92	10723	0.85	10815
100	90	10409	0.86	10499
