CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	283	23017	1.21	23300
2	166	19099	0.86	19265
3	112	11680	0.95	11792
4	140	17444	0.80	17584
5	133	16732	0.79	16865
6	111	15959	0.69	16070
7	120	16806	0.71	16926
8	109	15406	0.70	15515
9	112	16002	0.70	16114
10	98	16137	0.60	16235
11	89	15961	0.55	16050
12	112	15598	0.71	15710
13	101	15907	0.63	16008
14	86	15877	0.54	15963
15	110	15631	0.70	15741
16	98	15916	0.61	16014
17	88	15569	0.56	15657
18	77	15255	0.50	15332
19	78	15856	0.49	15934
20	82	15761	0.52	15843
21	78	15428	0.50	15506
22	88	15684	0.56	15772
23	146	15389	0.94	15535
24	89	15473	0.57	15562
25	97	15705	0.61	15802
26	75	15585	0.48	15660
27	94	15428	0.61	15522
28	93	15840	0.58	15933
29	89	15573	0.57	15662
30	82	15327	0.53	15409
31	95	15393	0.61	15488
32	87	15361	0.56	15448
33	73	15094	0.48	15167
34	90	15381	0.58	15471
35	87	15588	0.56	15675
36	94	15359	0.61	15453
37	82	15432	0.53	15514
38	84	15427	0.54	15511
39	99	15046	0.65	15145
40	100	15750	0.63	15850
41	91	15227	0.59	15318
42	99	14970	0.66	15069
43	84	15490	0.54	15574
44	82	15404	0.53	15486
45	113	14899	0.75	15012
46	84	15153	0.55	15237
47	96	15079	0.63	15175
48	95	15172	0.62	15267
49	100	15255	0.65	15355
50	106	15236	0.69	15342
51	90	15007	0.60	15097
52	83	15192	0.54	15275
53	100	15029	0.66	15129
54	82	15126	0.54	15208
55	82	15060	0.54	15142
56	79	14801	0.53	14880
57	91	14730	0.61	14821
58	96	14897	0.64	14993
59	78	14840	0.52	14918
60	76	15122	0.50	15198
61	116	14940	0.77	15056
62	97	14846	0.65	14943
63	82	14708	0.55	14790
64	100	14862	0.67	14962
65	69	14553	0.47	14622
66	87	14676	0.59	14763
67	70	15049	0.46	15119
68	88	14600	0.60	14688
69	93	14512	0.64	14605
70	89	14808	0.60	14897
71	75	14643	0.51	14718
72	91	14310	0.63	14401
73	73	14632	0.50	14705
74	91	14580	0.62	14671
75	72	14428	0.50	14500
76	82	14450	0.56	14532
77	94	14426	0.65	14520
78	81	14303	0.56	14384
79	94	14439	0.65	14533
80	95	14364	0.66	14459
81	74	14167	0.52	14241
82	94	14412	0.65	14506
83	76	14129	0.54	14205
84	93	14081	0.66	14174
85	83	14229	0.58	14312
86	97	13951	0.69	14048
87	86	13816	0.62	13902
88	84	14022	0.60	14106
89	97	13937	0.69	14034
90	91	13824	0.65	13915
91	91	14052	0.64	14143
92	95	13899	0.68	13994
93	93	13758	0.67	13851
94	98	13892	0.70	13990
95	83	13831	0.60	13914
96	75	13444	0.55	13519
97	87	13882	0.62	13969
98	84	13411	0.62	13495
99	100	13429	0.74	13529
100	99	13608	0.72	13707
