CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	74	7740	0.95	7814
2	66	7615	0.86	7681
3	76	8689	0.87	8765
4	68	8697	0.78	8765
5	61	8911	0.68	8972
6	71	8617	0.82	8688
7	53	8719	0.60	8772
8	72	8870	0.81	8942
9	69	8828	0.78	8897
10	61	8849	0.68	8910
11	80	8810	0.90	8890
12	63	8629	0.72	8692
13	63	8537	0.73	8600
14	74	8906	0.82	8980
15	58	8870	0.65	8928
16	68	8629	0.78	8697
17	88	8814	0.99	8902
18	70	8905	0.78	8975
19	61	8848	0.68	8909
20	125	8569	1.44	8694
21	88	8654	1.01	8742
22	50	8887	0.56	8937
23	65	8880	0.73	8945
24	66	8756	0.75	8822
25	71	8772	0.80	8843
26	71	9021	0.78	9092
27	54	8932	0.60	8986
28	49	8927	0.55	8976
29	58	8987	0.64	9045
30	72	8859	0.81	8931
31	62	8954	0.69	9016
32	76	8961	0.84	9037
33	68	8999	0.75	9067
34	79	9019	0.87	9098
35	89	8754	1.01	8843
36	52	9046	0.57	9098
37	70	8975	0.77	9045
38	79	8815	0.89	8894
39	68	8893	0.76	8961
40	80	8832	0.90	8912
41	81	8876	0.90	8957
42	80	9131	0.87	9211
43	64	8939	0.71	9003
44	65	8896	0.73	8961
45	44	8891	0.49	8935
46	94	8761	1.06	8855
47	63	9100	0.69	9163
48	58	8916	0.65	8974
49	67	8935	0.74	9002
50	80	8866	0.89	8946
51	79	8803	0.89	8882
52	66	8752	0.75	8818
53	62	9052	0.68	9114
54	70	8822	0.79	8892
55	65	8986	0.72	9051
56	68	9024	0.75	9092
57	71	9061	0.78	9132
58	67	8998	0.74	9065
59	61	9098	0.67	9159
60	62	8907	0.69	8969
61	67	8907	0.75	8974
62	66	9064	0.72	9130
63	70	9061	0.77	9131
64	59	8928	0.66	8987
65	74	8745	0.84	8819
66	66	9009	0.73	9075
67	73	8889	0.81	8962
68	59	9104	0.64	9163
69	75	8996	0.83	9071
70	83	8865	0.93	8948
71	87	8955	0.96	9042
72	51	9060	0.56	9111
73	65	8828	0.73	8893
74	66	9083	0.72	9149
75	68	8807	0.77	8875
76	48	8977	0.53	9025
77	77	8886	0.86	8963
78	94	8818	1.05	8912
79	55	9020	0.61	9075
80	74	9008	0.81	9082
81	71	8925	0.79	8996
82	73	8934	0.81	9007
83	77	8960	0.85	9037
84	88	8807	0.99	8895
85	54	8861	0.61	8915
86	60	8880	0.67	8940
87	83	8748	0.94	8831
88	70	9045	0.77	9115
89	72	8798	0.81	8870
90	76	9038	0.83	9114
91	72	8821	0.81	8893
92	66	8945	0.73	9011
93	65	8940	0.72	9005
94	66	8874	0.74	8940
95	76	8897	0.85	8973
96	69	8856	0.77	8925
97	78	8804	0.88	8882
98	72	8997	0.79	9069
99	66	8702	0.75	8768
100	82	8730	0.93	8812
