CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	177	20013	0.88	20190
2	160	17779	0.89	17939
3	231	20553	1.11	20784
4	152	20653	0.73	20805
5	185	21123	0.87	21308
6	192	20706	0.92	20898
7	160	20406	0.78	20566
8	180	21227	0.84	21407
9	202	20994	0.95	21196
10	167	20721	0.80	20888
11	162	21033	0.76	21195
12	152	20868	0.72	21020
13	145	20496	0.70	20641
14	137	20961	0.65	21098
15	149	21112	0.70	21261
16	164	20869	0.78	21033
17	134	21460	0.62	21594
18	130	21096	0.61	21226
19	135	21050	0.64	21185
20	201	20446	0.97	20647
21	212	20819	1.01	21031
22	169	21022	0.80	21191
23	160	21451	0.74	21611
24	131	21161	0.62	21292
25	160	21134	0.75	21294
26	151	20959	0.72	21110
27	168	20968	0.79	21136
28	156	21230	0.73	21386
29	141	21429	0.65	21570
30	158	21218	0.74	21376
31	134	21262	0.63	21396
32	169	20924	0.80	21093
33	152	20997	0.72	21149
34	246	20629	1.18	20875
35	176	20824	0.84	21000
36	157	21207	0.73	21364
37	194	21001	0.92	21195
38	144	21470	0.67	21614
39	176	21087	0.83	21263
40	149	21343	0.69	21492
41	166	21439	0.77	21605
42	138	21189	0.65	21327
43	143	20906	0.68	21049
44	151	21064	0.71	21215
45	156	21267	0.73	21423
46	198	20908	0.94	21106
47	151	21328	0.70	21479
48	147	21368	0.68	21515
49	174	21097	0.82	21271
50	189	21282	0.88	21471
51	162	21594	0.74	21756
52	157	21344	0.73	21501
53	157	21522	0.72	21679
54	152	21036	0.72	21188
55	158	21074	0.74	21232
56	129	21174	0.61	21303
57	165	21119	0.78	21284
58	160	21017	0.76	21177
59	191	21371	0.89	21562
60	163	21280	0.76	21443
61	161	21183	0.75	21344
62	173	21186	0.81	21359
63	139	21188	0.65	21327
64	136	21081	0.64	21217
65	146	21155	0.69	21301
66	150	21114	0.71	21264
67	173	20883	0.82	21056
68	155	21309	0.72	21464
69	141	20925	0.67	21066
70	143	21231	0.67	21374
71	143	21042	0.68	21185
72	151	21227	0.71	21378
73	158	21102	0.74	21260
74	156	21177	0.73	21333
75	159	21401	0.74	21560
76	143	20872	0.68	21015
77	183	20988	0.86	21171
78	178	20926	0.84	21104
79	176	21178	0.82	21354
80	151	21199	0.71	21350
81	173	21198	0.81	21371
82	168	21134	0.79	21302
83	154	21101	0.72	21255
84	158	21153	0.74	21311
85	158	20905	0.75	21063
86	179	20995	0.85	21174
87	169	21071	0.80	21240
88	146	20802	0.70	20948
89	186	20984	0.88	21170
90	165	21372	0.77	21537
91	142	21121	0.67	21263
92	155	21039	0.73	21194
93	154	21034	0.73	21188
94	167	21352	0.78	21519
95	157	20838	0.75	20995
96	156	20741	0.75	20897
97	158	21274	0.74	21432
98	143	20967	0.68	21110
99	150	21039	0.71	21189
100	154	20958	0.73	21112
