CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	494	41794	1.17	42288
2	291	32236	0.89	32527
3	196	22085	0.88	22281
4	258	30951	0.83	31209
5	232	29862	0.77	30094
6	238	28742	0.82	28980
7	225	30349	0.74	30574
8	196	27503	0.71	27699
9	198	28644	0.69	28842
10	217	28818	0.75	29035
11	215	28100	0.76	28315
12	181	27772	0.65	27953
13	196	28486	0.68	28682
14	193	28088	0.68	28281
15	184	27733	0.66	27917
16	181	28044	0.64	28225
17	168	27763	0.60	27931
18	172	27300	0.63	27472
19	188	28039	0.67	28227
20	195	27947	0.69	28142
21	177	27446	0.64	27623
22	179	27643	0.64	27822
23	145	28147	0.51	28292
24	166	27189	0.61	27355
25	167	27865	0.60	28032
26	180	27603	0.65	27783
27	133	27613	0.48	27746
28	194	28077	0.69	28271
29	186	27277	0.68	27463
30	175	27184	0.64	27359
31	171	27747	0.61	27918
32	187	27487	0.68	27674
33	159	27674	0.57	27833
34	167	27564	0.60	27731
35	166	27195	0.61	27361
36	170	26699	0.63	26869
37	165	27585	0.59	27750
38	156	27350	0.57	27506
39	156	27093	0.57	27249
40	158	27398	0.57	27556
41	149	27270	0.54	27419
42	167	26895	0.62	27062
43	185	27348	0.67	27533
44	163	27123	0.60	27286
45	153	26763	0.57	26916
46	177	27124	0.65	27301
47	163	26906	0.60	27069
48	163	26500	0.61	26663
49	133	26911	0.49	27044
50	177	26593	0.66	26770
51	149	26496	0.56	26645
52	171	26965	0.63	27136
53	167	26822	0.62	26989
54	168	26379	0.63	26547
55	153	26739	0.57	26892
56	154	26522	0.58	26676
57	160	26173	0.61	26333
58	153	26683	0.57	26836
59	152	26749	0.57	26901
60	169	26114	0.64	26283
61	150	26534	0.56	26684
62	157	26258	0.59	26415
63	199	25756	0.77	25955
64	154	26502	0.58	26656
65	182	26296	0.69	26478
66	150	25445	0.59	25595
67	149	26541	0.56	26690
68	140	26079	0.53	26219
69	158	25435	0.62	25593
70	170	25891	0.65	26061
71	164	25998	0.63	26162
72	146	25422	0.57	25568
73	154	25878	0.59	26032
74	151	25690	0.58	25841
75	145	25222	0.57	25367
76	170	26112	0.65	26282
77	161	25792	0.62	25953
78	173	25492	0.67	25665
79	184	25772	0.71	25956
80	150	25676	0.58	25826
81	143	25254	0.56	25397
82	144	25211	0.57	25355
83	163	25508	0.63	25671
84	144	24760	0.58	24904
85	148	25783	0.57	25931
86	150	24963	0.60	25113
87	159	25009	0.63	25168
88	141	25183	0.56	25324
89	155	25116	0.61	25271
90	156	24645	0.63	24801
91	141	24969	0.56	25110
92	145	24830	0.58	24975
93	146	24478	0.59	24624
94	130	24842	0.52	24972
95	140	24736	0.56	24876
96	144	24205	0.59	24349
97	136	24517	0.55	24653
98	150	24385	0.61	24535
99	145	24051	0.60	24196
100	142	24459	0.58	24601
