CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	35	3977	0.87	4012
2	28	3853	0.72	3881
3	48	4290	1.11	4338
4	36	4413	0.81	4449
5	23	4237	0.54	4260
6	24	4298	0.56	4322
7	26	4273	0.60	4299
8	29	4349	0.66	4378
9	28	4307	0.65	4335
10	31	4257	0.72	4288
11	27	4262	0.63	4289
12	29	4274	0.67	4303
13	30	4318	0.69	4348
14	19	4186	0.45	4205
15	29	4433	0.65	4462
16	26	4346	0.59	4372
17	28	4237	0.66	4265
18	27	4409	0.61	4436
19	22	4384	0.50	4406
20	61	4163	1.44	4224
21	60	4116	1.44	4176
22	29	4322	0.67	4351
23	22	4319	0.51	4341
24	22	4462	0.49	4484
25	24	4283	0.56	4307
26	28	4376	0.64	4404
27	34	4330	0.78	4364
28	19	4392	0.43	4411
29	34	4250	0.79	4284
30	28	4327	0.64	4355
31	41	4366	0.93	4407
32	36	4236	0.84	4272
33	20	4247	0.47	4267
34	28	4382	0.63	4410
35	18	4368	0.41	4386
36	24	4397	0.54	4421
37	26	4405	0.59	4431
38	31	4332	0.71	4363
39	29	4367	0.66	4396
40	32	4340	0.73	4372
41	24	4245	0.56	4269
42	22	4376	0.50	4398
43	28	4278	0.65	4306
44	23	4284	0.53	4307
45	26	4373	0.59	4399
46	41	4283	0.95	4324
47	24	4298	0.56	4322
48	26	4201	0.62	4227
49	34	4214	0.80	4248
50	35	4321	0.80	4356
51	32	4257	0.75	4289
52	31	4265	0.72	4296
53	31	4235	0.73	4266
54	26	4241	0.61	4267
55	32	4263	0.75	4295
56	21	4372	0.48	4393
57	34	4302	0.78	4336
58	25	4326	0.57	4351
59	28	4245	0.66	4273
60	31	4369	0.70	4400
61	35	4231	0.82	4266
62	28	4281	0.65	4309
63	31	4392	0.70	4423
64	31	4197	0.73	4228
65	23	4337	0.53	4360
66	27	4291	0.63	4318
67	32	4174	0.76	4206
68	32	4259	0.75	4291
69	24	4316	0.55	4340
70	35	4221	0.82	4256
71	33	4217	0.78	4250
72	31	4421	0.70	4452
73	36	4237	0.84	4273
74	23	4243	0.54	4266
75	32	4375	0.73	4407
76	26	4133	0.63	4159
77	34	4170	0.81	4204
78	28	4259	0.65	4287
79	27	4256	0.63	4283
80	31	4286	0.72	4317
81	29	4371	0.66	4400
82	39	4232	0.91	4271
83	31	4194	0.73	4225
84	35	4205	0.83	4240
85	33	4103	0.80	4136
86	39	4247	0.91	4286
87	31	4249	0.72	4280
88	34	4119	0.82	4153
89	34	4202	0.80	4236
90	35	4253	0.82	4288
91	36	4297	0.83	4333
92	29	4228	0.68	4257
93	34	4234	0.80	4268
94	42	4237	0.98	4279
95	44	4146	1.05	4190
96	35	4255	0.82	4290
97	31	4200	0.73	4231
98	40	4185	0.95	4225
99	40	4231	0.94	4271
100	29	4084	0.71	4113
