CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	88	9090	0.96	9178
2	60	6924	0.86	6984
3	87	9819	0.88	9906
4	113	9207	1.21	9320
5	100	9570	1.03	9670
6	86	9772	0.87	9858
7	70	8943	0.78	9013
8	64	9562	0.66	9626
9	81	9709	0.83	9790
10	74	9430	0.78	9504
11	80	9367	0.85	9447
12	99	9720	1.01	9819
13	73	9361	0.77	9434
14	59	9488	0.62	9547
15	72	9616	0.74	9688
16	58	9356	0.62	9414
17	56	9518	0.58	9574
18	64	9677	0.66	9741
19	53	9446	0.56	9499
20	66	9365	0.70	9431
21	61	9742	0.62	9803
22	52	9546	0.54	9598
23	55	9432	0.58	9487
24	63	9767	0.64	9830
25	61	9564	0.63	9625
26	62	9443	0.65	9505
27	67	10023	0.66	10090
28	65	9509	0.68	9574
29	58	9675	0.60	9733
30	53	9775	0.54	9828
31	56	9705	0.57	9761
32	63	9541	0.66	9604
33	76	9942	0.76	10018
34	73	9597	0.75	9670
35	68	9661	0.70	9729
36	85	9801	0.86	9886
37	71	9500	0.74	9571
38	60	9641	0.62	9701
39	58	9842	0.59	9900
40	56	9662	0.58	9718
41	57	9672	0.59	9729
42	59	9733	0.60	9792
43	52	9665	0.54	9717
44	64	9753	0.65	9817
45	62	9812	0.63	9874
46	76	9533	0.79	9609
47	63	9676	0.65	9739
48	66	9783	0.67	9849
49	69	9756	0.70	9825
50	74	9669	0.76	9743
51	61	9886	0.61	9947
52	64	9514	0.67	9578
53	57	9427	0.60	9484
54	60	9612	0.62	9672
55	59	9571	0.61	9630
56	67	9690	0.69	9757
57	68	9725	0.69	9793
58	54	9608	0.56	9662
59	64	9712	0.65	9776
60	52	9752	0.53	9804
61	64	9676	0.66	9740
62	82	9733	0.84	9815
63	68	9679	0.70	9747
64	60	9702	0.61	9762
65	74	9822	0.75	9896
66	74	9754	0.75	9828
67	64	9631	0.66	9695
68	56	9611	0.58	9667
69	56	9915	0.56	9971
70	64	9525	0.67	9589
71	63	9670	0.65	9733
72	76	9850	0.77	9926
73	61	9695	0.63	9756
74	61	9508	0.64	9569
75	59	9829	0.60	9888
76	57	9635	0.59	9692
77	68	9779	0.69	9847
78	73	9774	0.74	9847
79	65	9608	0.67	9673
80	58	9666	0.60	9724
81	64	9955	0.64	10019
82	58	9747	0.59	9805
83	78	9743	0.79	9821
84	68	9984	0.68	10052
85	63	9785	0.64	9848
86	68	9584	0.70	9652
87	88	9686	0.90	9774
88	64	9507	0.67	9571
89	57	9760	0.58	9817
90	73	9897	0.73	9970
91	65	9594	0.67	9659
92	71	9563	0.74	9634
93	60	9823	0.61	9883
94	76	9583	0.79	9659
95	62	9591	0.64	9653
96	70	9797	0.71	9867
97	54	9701	0.55	9755
98	67	9571	0.70	9638
99	61	9737	0.62	9798
100	66	9355	0.70	9421
