CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	284	25034	1.12	25318
2	234	24516	0.95	24750
3	238	25258	0.93	25496
4	201	26421	0.76	26622
5	226	24718	0.91	24944
6	197	25171	0.78	25368
7	208	26205	0.79	26413
8	221	25139	0.87	25360
9	192	25593	0.74	25785
10	212	25724	0.82	25936
11	213	25854	0.82	26067
12	208	25979	0.79	26187
13	210	26349	0.79	26559
14	214	25799	0.82	26013
15	171	26070	0.65	26241
16	197	26660	0.73	26857
17	224	26262	0.85	26486
18	216	26372	0.81	26588
19	205	26394	0.77	26599
20	211	26548	0.79	26759
21	183	26539	0.68	26722
22	224	26559	0.84	26783
23	218	26485	0.82	26703
24	202	26240	0.76	26442
25	174	26348	0.66	26522
26	219	26369	0.82	26588
27	191	26466	0.72	26657
28	203	26654	0.76	26857
29	219	26623	0.82	26842
30	208	26533	0.78	26741
31	188	26779	0.70	26967
32	202	26304	0.76	26506
33	186	26401	0.70	26587
34	197	26800	0.73	26997
35	196	26119	0.74	26315
36	196	26349	0.74	26545
37	232	26645	0.86	26877
38	217	26271	0.82	26488
39	199	26358	0.75	26557
40	221	26758	0.82	26979
41	195	26183	0.74	26378
42	202	26311	0.76	26513
43	175	26176	0.66	26351
44	185	26228	0.70	26413
45	196	26238	0.74	26434
46	219	26211	0.83	26430
47	192	25947	0.73	26139
48	216	26101	0.82	26317
49	221	26147	0.84	26368
50	192	26220	0.73	26412
51	182	26149	0.69	26331
52	181	26155	0.69	26336
53	202	25892	0.77	26094
54	193	25971	0.74	26164
55	218	26294	0.82	26512
56	208	25764	0.80	25972
57	213	25714	0.82	25927
58	223	25995	0.85	26218
59	184	25861	0.71	26045
60	196	26101	0.75	26297
61	195	25794	0.75	25989
62	200	25974	0.76	26174
63	194	25483	0.76	25677
64	182	25524	0.71	25706
65	181	25690	0.70	25871
66	191	25690	0.74	25881
67	188	25727	0.73	25915
68	215	25480	0.84	25695
69	204	25443	0.80	25647
70	209	25458	0.81	25667
71	198	24955	0.79	25153
72	208	25217	0.82	25425
73	177	25339	0.69	25516
74	208	25242	0.82	25450
75	232	25345	0.91	25577
76	195	25207	0.77	25402
77	205	25330	0.80	25535
78	194	25160	0.77	25354
79	206	25204	0.81	25410
80	209	24939	0.83	25148
81	205	24680	0.82	24885
82	196	24875	0.78	25071
83	210	24630	0.85	24840
84	216	24682	0.87	24898
85	195	24498	0.79	24693
86	211	24498	0.85	24709
87	186	24573	0.75	24759
88	215	24605	0.87	24820
89	235	24359	0.96	24594
90	220	24541	0.89	24761
91	211	24326	0.86	24537
92	228	24287	0.93	24515
93	221	24427	0.90	24648
94	195	24066	0.80	24261
95	210	24157	0.86	24367
96	255	24135	1.05	24390
97	232	23806	0.97	24038
98	238	23837	0.99	24075
99	207	23912	0.86	24119
100	218	23910	0.90	24128
