CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	283	26263	1.07	26546
2	256	30965	0.82	31221
3	230	27212	0.84	27442
4	157	22598	0.69	22755
5	220	27028	0.81	27248
6	216	26663	0.80	26879
7	187	26524	0.70	26711
8	198	26668	0.74	26866
9	212	25719	0.82	25931
10	188	26571	0.70	26759
11	199	26195	0.75	26394
12	175	25712	0.68	25887
13	194	25639	0.75	25833
14	181	25702	0.70	25883
15	180	25821	0.69	26001
16	168	26130	0.64	26298
17	189	25885	0.72	26074
18	185	25584	0.72	25769
19	181	25753	0.70	25934
20	199	26064	0.76	26263
21	177	25582	0.69	25759
22	168	25150	0.66	25318
23	179	25636	0.69	25815
24	181	25802	0.70	25983
25	188	25200	0.74	25388
26	185	25658	0.72	25843
27	183	25293	0.72	25476
28	170	25732	0.66	25902
29	192	25642	0.74	25834
30	178	25218	0.70	25396
31	181	25371	0.71	25552
32	171	25430	0.67	25601
33	176	25167	0.69	25343
34	171	25281	0.67	25452
35	176	25469	0.69	25645
36	170	25321	0.67	25491
37	167	25285	0.66	25452
38	194	25248	0.76	25442
39	163	25161	0.64	25324
40	157	24971	0.62	25128
41	193	25286	0.76	25479
42	170	25132	0.67	25302
43	170	24869	0.68	25039
44	153	25224	0.60	25377
45	164	25173	0.65	25337
46	178	24988	0.71	25166
47	149	24790	0.60	24939
48	197	24967	0.78	25164
49	170	24582	0.69	24752
50	145	24938	0.58	25083
51	186	24621	0.75	24807
52	179	24654	0.72	24833
53	187	24602	0.75	24789
54	160	24719	0.64	24879
55	158	24510	0.64	24668
56	193	24706	0.78	24899
57	172	24783	0.69	24955
58	163	24508	0.66	24671
59	172	24727	0.69	24899
60	184	24511	0.75	24695
61	179	24356	0.73	24535
62	142	24482	0.58	24624
63	208	24194	0.85	24402
64	180	24230	0.74	24410
65	179	24175	0.73	24354
66	163	24389	0.66	24552
67	189	24163	0.78	24352
68	168	24358	0.68	24526
69	175	24074	0.72	24249
70	186	23919	0.77	24105
71	160	23964	0.66	24124
72	191	23931	0.79	24122
73	177	23597	0.74	23774
74	164	23770	0.69	23934
75	167	23946	0.69	24113
76	155	23799	0.65	23954
77	163	23716	0.68	23879
78	180	23554	0.76	23734
79	170	23521	0.72	23691
80	177	23715	0.74	23892
81	169	23381	0.72	23550
82	159	23561	0.67	23720
83	177	23582	0.74	23759
84	166	23339	0.71	23505
85	171	23048	0.74	23219
86	175	23484	0.74	23659
87	158	23178	0.68	23336
88	160	23319	0.68	23479
89	188	23057	0.81	23245
90	157	22929	0.68	23086
91	165	22922	0.71	23087
92	173	23116	0.74	23289
93	173	23021	0.75	23194
94	174	22785	0.76	22959
95	154	22969	0.67	23123
96	163	22960	0.70	23123
97	150	22412	0.66	22562
98	172	22814	0.75	22986
99	160	22428	0.71	22588
100	166	22747	0.72	22913
