CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	27061	2257287	1.18	2284348
2	20788	1997519	1.03	2018307
3	44193	1958762	2.21	2002955
4	61055	2024983	2.93	2086038
5	61764	1958470	3.06	2020234
6	60898	1969453	3.00	2030351
7	64613	2026321	3.09	2090934
8	62232	1959659	3.08	2021891
9	68105	1990719	3.31	2058824
10	70440	2013818	3.38	2084258
11	72160	2022030	3.45	2094190
12	72867	2024190	3.47	2097057
13	74683	2038983	3.53	2113666
14	74895	2041470	3.54	2116365
15	75012	2049350	3.53	2124362
16	75915	2066743	3.54	2142658
17	76019	2068301	3.55	2144320
18	76285	2068077	3.56	2144362
19	76153	2078537	3.53	2154690
20	76919	2069484	3.58	2146403
21	75660	2074877	3.52	2150537
22	74896	2082776	3.47	2157672
23	74895	2076887	3.48	2151782
24	74903	2076902	3.48	2151805
25	75000	2080367	3.48	2155367
26	74626	2077477	3.47	2152103
27	74891	2078665	3.48	2153556
28	75475	2088357	3.49	2163832
29	74906	2078837	3.48	2153743
30	75240	2081399	3.49	2156639
31	75302	2086852	3.48	2162154
32	74553	2077769	3.46	2152322
33	75329	2083153	3.49	2158482
34	75832	2083765	3.51	2159597
35	75506	2079155	3.50	2154661
36	75601	2075290	3.51	2150891
37	75749	2078635	3.52	2154384
38	75553	2073068	3.52	2148621
39	76146	2072571	3.54	2148717
40	75720	2070772	3.53	2146492
41	75598	2063761	3.53	2139359
42	75459	2064595	3.53	2140054
43	75545	2066261	3.53	2141806
44	76284	2060345	3.57	2136629
45	75892	2055087	3.56	2130979
46	75330	2056727	3.53	2132057
47	75775	2051841	3.56	2127616
48	75734	2045802	3.57	2121536
49	76071	2048453	3.58	2124524
50	75842	2042970	3.58	2118812
51	75602	2040678	3.57	2116280
52	76220	2043321	3.60	2119541
53	75434	2036361	3.57	2111795
54	75761	2032719	3.59	2108480
55	75900	2031220	3.60	2107120
56	74882	2027102	3.56	2101984
57	75156	2025798	3.58	2100954
58	75661	2025547	3.60	2101208
59	75191	2018481	3.59	2093672
60	75572	2017848	3.61	2093420
61	75306	2017978	3.60	2093284
62	74811	2008027	3.59	2082838
63	76208	2004279	3.66	2080487
64	75273	2007297	3.61	2082570
65	75316	1998578	3.63	2073894
66	75220	1994388	3.63	2069608
67	75199	1996221	3.63	2071420
68	74601	1989840	3.61	2064441
69	74194	1989261	3.60	2063455
70	74565	1987796	3.62	2062361
71	73982	1979384	3.60	2053366
72	73854	1979187	3.60	2053041
73	73938	1980082	3.60	2054020
74	74082	1973076	3.62	2047158
75	73568	1967442	3.60	2041010
76	74036	1966686	3.63	2040722
77	73813	1961730	3.63	2035543
78	75212	1953709	3.71	2028921
79	73108	1959335	3.60	2032443
80	73865	1950641	3.65	2024506
81	73470	1946541	3.64	2020011
82	74135	1941218	3.68	2015353
83	72676	1936993	3.62	2009669
84	72996	1931268	3.64	2004264
85	73287	1927139	3.66	2000426
86	73078	1922585	3.66	1995663
87	72953	1919169	3.66	1992122
88	73178	1917759	3.68	1990937
89	73243	1912916	3.69	1986159
90	72894	1908828	3.68	1981722
91	72953	1906977	3.68	1979930
92	72383	1901139	3.67	1973522
93	72953	1892921	3.71	1965874
94	72859	1890267	3.71	1963126
95	72708	1880700	3.72	1953408
96	72556	1877313	3.72	1949869
97	72708	1873268	3.74	1945976
98	72473	1870517	3.73	1942990
99	72266	1864149	3.73	1936415
100	72393	1862055	3.74	1934448
