CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	6210	509383	1.20	515593
2	14928	634252	2.30	649180
3	44886	500198	8.23	545084
4	88728	384634	18.74	473362
5	91652	449894	16.92	541546
6	93692	449461	17.25	543153
7	93989	447110	17.37	541099
8	90932	445962	16.94	536894
9	87901	440524	16.63	528425
10	92109	442738	17.22	534847
11	91471	438388	17.26	529859
12	89502	432534	17.14	522036
13	90001	431546	17.26	521547
14	90815	434695	17.28	525510
15	89622	430007	17.25	519629
16	89598	430477	17.23	520075
17	90477	431571	17.33	522048
18	89775	429258	17.30	519033
19	89987	427557	17.39	517544
20	89816	430550	17.26	520366
21	88802	430224	17.11	519026
22	88516	426325	17.19	514841
23	89257	427693	17.27	516950
24	89055	426568	17.27	515623
25	88343	423898	17.25	512241
26	87548	424558	17.10	512106
27	88453	425055	17.23	513508
28	88122	424367	17.19	512489
29	88550	423718	17.29	512268
30	88625	421836	17.36	510461
31	88873	422142	17.39	511015
32	88975	423510	17.36	512485
33	88951	420390	17.46	509341
34	89307	419076	17.57	508383
35	89425	419805	17.56	509230
36	89776	419240	17.64	509016
37	89207	416527	17.64	505734
38	90109	415632	17.82	505741
39	90460	416626	17.84	507086
40	90067	413984	17.87	504051
41	90562	415281	17.90	505843
42	90497	412232	18.00	502729
43	90933	411942	18.08	502875
44	90458	411358	18.03	501816
45	90882	411270	18.10	502152
46	90582	408445	18.15	499027
47	91025	408359	18.23	499384
48	90951	407213	18.26	498164
49	90881	407018	18.25	497899
50	91237	407116	18.31	498353
51	91458	406181	18.38	497639
52	91017	404529	18.37	495546
53	90532	404882	18.27	495414
54	90352	403714	18.29	494066
55	90087	402913	18.27	493000
56	90387	402905	18.32	493292
57	90412	402219	18.35	492631
58	90505	400867	18.42	491372
59	90263	401523	18.35	491786
60	89893	399466	18.37	489359
61	89703	396927	18.43	486630
62	90006	398511	18.42	488517
63	89942	398408	18.42	488350
64	89292	396473	18.38	485765
65	89331	396736	18.38	486067
66	89240	394755	18.44	483995
67	89652	394635	18.51	484287
68	88886	394160	18.40	483046
69	89007	393482	18.45	482489
70	88216	392136	18.36	480352
71	88646	392309	18.43	480955
72	88255	392275	18.37	480530
73	88315	390071	18.46	478386
74	88679	391434	18.47	480113
75	87643	388698	18.40	476341
76	87649	387007	18.47	474656
77	87718	388147	18.43	475865
78	87525	385617	18.50	473142
79	87559	385127	18.52	472686
80	87099	386604	18.39	473703
81	86568	383655	18.41	470223
82	86881	382730	18.50	469611
83	86753	384105	18.42	470858
84	86052	380814	18.43	466866
85	86326	380081	18.51	466407
86	86357	381187	18.47	467544
87	86162	378712	18.53	464874
88	85385	376993	18.47	462378
89	86013	378412	18.52	464425
90	85645	376474	18.53	462119
91	84774	375735	18.41	460509
92	85217	374957	18.52	460174
93	84726	374517	18.45	459243
94	84647	370814	18.58	455461
95	84594	371810	18.53	456404
96	84565	369592	18.62	454157
97	84224	368890	18.59	453114
98	84096	369284	18.55	453380
99	83739	367220	18.57	450959
100	83508	366194	18.57	449702
