CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	8418	869379	0.96	877797
2	6801	803374	0.84	810175
3	15563	800853	1.91	816416
4	22134	824174	2.62	846308
5	22035	801140	2.68	823175
6	22281	807716	2.68	829997
7	23838	829858	2.79	853696
8	23059	796590	2.81	819649
9	25127	805698	3.02	830825
10	26183	812495	3.12	838678
11	26822	812081	3.20	838903
12	27050	810676	3.23	837726
13	27717	815872	3.29	843589
14	27346	816814	3.24	844160
15	28000	818740	3.31	846740
16	28360	826777	3.32	855137
17	28233	824453	3.31	852686
18	28674	825892	3.36	854566
19	28423	830537	3.31	858960
20	28263	827761	3.30	856024
21	27981	828863	3.27	856844
22	28197	829745	3.29	857942
23	28031	827396	3.28	855427
24	28091	827918	3.28	856009
25	27716	829724	3.23	857440
26	27919	825807	3.27	853726
27	28016	829003	3.27	857019
28	28333	831821	3.29	860154
29	28390	825409	3.33	853799
30	28170	826787	3.29	854957
31	28088	828016	3.28	856104
32	27901	824782	3.27	852683
33	28593	825542	3.35	854135
34	28321	829003	3.30	857324
35	28400	825932	3.32	854332
36	27944	824634	3.28	852578
37	28308	827813	3.31	856121
38	28018	822695	3.29	850713
39	28029	823079	3.29	851108
40	28127	822415	3.31	850542
41	27892	818886	3.29	846778
42	28071	819167	3.31	847238
43	28185	817169	3.33	845354
44	28236	816194	3.34	844430
45	27937	816574	3.31	844511
46	28325	816815	3.35	845140
47	28249	812767	3.36	841016
48	28342	813712	3.37	842054
49	28129	816433	3.33	844562
50	27913	812554	3.32	840467
51	28275	808748	3.38	837023
52	28194	808808	3.37	837002
53	28061	805913	3.36	833974
54	28017	805012	3.36	833029
55	27799	805130	3.34	832929
56	27815	801165	3.36	828980
57	27660	802021	3.33	829681
58	28079	802169	3.38	830248
59	27692	798923	3.35	826615
60	27400	799045	3.32	826445
61	28225	796187	3.42	824412
62	27768	793872	3.38	821640
63	27872	792784	3.40	820656
64	27652	790307	3.38	817959
65	27839	788466	3.41	816305
66	28019	785916	3.44	813935
67	27842	785343	3.42	813185
68	28638	780833	3.54	809471
69	28352	781152	3.50	809504
70	27851	782586	3.44	810437
71	27536	778857	3.41	806393
72	27780	777267	3.45	805047
73	27565	777458	3.42	805023
74	27449	774112	3.42	801561
75	27369	772354	3.42	799723
76	27418	771582	3.43	799000
77	27512	768013	3.46	795525
78	27451	768102	3.45	795553
79	27086	767133	3.41	794219
80	27338	763205	3.46	790543
81	27335	761431	3.47	788766
82	27363	760579	3.47	787942
83	27172	756863	3.47	784035
84	26992	752200	3.46	779192
85	27344	751436	3.51	778780
86	27274	748575	3.52	775849
87	27283	746293	3.53	773576
88	27576	744077	3.57	771653
89	27375	743486	3.55	770861
90	27478	741558	3.57	769036
91	27237	740397	3.55	767634
92	27344	736166	3.58	763510
93	27146	734520	3.56	761666
94	27038	732240	3.56	759278
95	27070	728121	3.58	755191
96	27133	724067	3.61	751200
97	27093	723747	3.61	750840
98	26997	719737	3.62	746734
99	27322	718044	3.67	745366
100	27617	715818	3.71	743435
