CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	37371	2616885	1.41	2654256
2	29938	2419458	1.22	2449396
3	58378	2423332	2.35	2481710
4	79237	2494429	3.08	2573666
5	78639	2420596	3.15	2499235
6	78727	2436508	3.13	2515235
7	83851	2497447	3.25	2581298
8	80562	2418518	3.22	2499080
9	87634	2449661	3.45	2537295
10	89743	2472009	3.50	2561752
11	91148	2481368	3.54	2572516
12	92089	2479992	3.58	2572081
13	94132	2500230	3.63	2594362
14	94018	2500859	3.62	2594877
15	94218	2512326	3.61	2606544
16	95725	2532534	3.64	2628259
17	96015	2536926	3.65	2632941
18	95800	2540162	3.63	2635962
19	96390	2546562	3.65	2642952
20	94943	2545162	3.60	2640105
21	94329	2545715	3.57	2640044
22	94248	2554539	3.56	2648787
23	94065	2550193	3.56	2644258
24	94340	2550232	3.57	2644572
25	93919	2557796	3.54	2651715
26	93717	2550953	3.54	2644670
27	93277	2556103	3.52	2649380
28	94823	2566863	3.56	2661686
29	94177	2557672	3.55	2651849
30	94431	2560078	3.56	2654509
31	94434	2563271	3.55	2657705
32	94360	2553044	3.56	2647404
33	94254	2557861	3.55	2652115
34	94609	2559163	3.57	2653772
35	94675	2553832	3.57	2648507
36	94611	2555757	3.57	2650368
37	94738	2554483	3.58	2649221
38	95275	2547750	3.60	2643025
39	95236	2545706	3.61	2640942
40	94821	2543081	3.59	2637902
41	94583	2537836	3.59	2632419
42	94503	2535205	3.59	2629708
43	95010	2533700	3.61	2628710
44	94680	2528653	3.61	2623333
45	95192	2523980	3.63	2619172
46	94688	2527784	3.61	2622472
47	94791	2518985	3.63	2613776
48	95168	2515892	3.64	2611060
49	94853	2519596	3.63	2614449
50	95369	2512501	3.66	2607870
51	94747	2508440	3.64	2603187
52	95034	2508155	3.65	2603189
53	94452	2504187	3.63	2598639
54	94552	2501587	3.64	2596139
55	94592	2498698	3.65	2593290
56	94434	2486571	3.66	2581005
57	94438	2485603	3.66	2580041
58	94473	2488662	3.66	2583135
59	94113	2482043	3.65	2576156
60	94150	2479587	3.66	2573737
61	93995	2476198	3.66	2570193
62	93711	2467487	3.66	2561198
63	93600	2463191	3.66	2556791
64	93946	2463065	3.67	2557011
65	93466	2450443	3.67	2543909
66	94012	2447225	3.70	2541237
67	93679	2449444	3.68	2543123
68	93632	2440481	3.69	2534113
69	93313	2438973	3.68	2532286
70	93542	2437600	3.70	2531142
71	92850	2429300	3.68	2522150
72	92808	2426606	3.68	2519414
73	93003	2426658	3.69	2519661
74	94132	2411801	3.76	2505933
75	91866	2411333	3.67	2503199
76	92336	2409037	3.69	2501373
77	91869	2400667	3.69	2492536
78	91985	2397041	3.70	2489026
79	92167	2395745	3.70	2487912
80	91934	2390971	3.70	2482905
81	91567	2387695	3.69	2479262
82	91704	2379308	3.71	2471012
83	91801	2369252	3.73	2461053
84	91462	2362543	3.73	2454005
85	91632	2357087	3.74	2448719
86	91236	2350352	3.74	2441588
87	91953	2344698	3.77	2436651
88	91513	2343975	3.76	2435488
89	91603	2335038	3.77	2426641
90	91097	2332315	3.76	2423412
91	91487	2329007	3.78	2420494
92	90286	2315964	3.75	2406250
93	91051	2313085	3.79	2404136
94	90156	2304694	3.76	2394850
95	90718	2297402	3.80	2388120
96	90818	2287451	3.82	2378269
97	90721	2281931	3.82	2372652
98	90813	2272267	3.84	2363080
99	90968	2269019	3.85	2359987
100	91514	2266840	3.88	2358354
