CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	8832	608307	1.43	617139
2	23946	820342	2.84	844288
3	64244	579415	9.98	643659
4	124896	457328	21.45	582224
5	131252	537331	19.63	668583
6	134565	534355	20.12	668920
7	134393	529769	20.23	664162
8	129972	529986	19.69	659958
9	124866	519298	19.38	644164
10	129768	523228	19.87	652996
11	129110	516851	19.99	645961
12	125633	510259	19.76	635892
13	126728	508811	19.94	635539
14	127272	512339	19.90	639611
15	126371	508723	19.90	635094
16	126031	508137	19.87	634168
17	127984	511297	20.02	639281
18	126586	507146	19.97	633732
19	126561	506878	19.98	633439
20	126697	510368	19.89	637065
21	124927	508104	19.73	633031
22	124985	505105	19.84	630090
23	125751	505602	19.92	631353
24	126182	504046	20.02	630228
25	124468	503080	19.83	627548
26	125120	503811	19.89	628931
27	125460	503921	19.93	629381
28	124405	502438	19.85	626843
29	124370	503057	19.82	627427
30	125370	501143	20.01	626513
31	124864	500026	19.98	624890
32	125150	501811	19.96	626961
33	124895	500587	19.97	625482
34	125653	497470	20.17	623123
35	126470	499515	20.20	625985
36	126185	497301	20.24	623486
37	126452	494376	20.37	620828
38	127007	494689	20.43	621696
39	127170	494670	20.45	621840
40	127412	492255	20.56	619667
41	127094	492579	20.51	619673
42	127262	490787	20.59	618049
43	127734	489599	20.69	617333
44	127036	489860	20.59	616896
45	128334	488005	20.82	616339
46	127545	486291	20.78	613836
47	128257	486284	20.87	614541
48	127838	485336	20.85	613174
49	127517	483122	20.88	610639
50	127568	484387	20.85	611955
51	128366	483071	20.99	611437
52	127358	480432	20.95	607790
53	126586	481387	20.82	607973
54	127065	479784	20.94	606849
55	126983	477659	21.00	604642
56	126167	479427	20.83	605594
57	126791	477610	20.98	604401
58	126487	476111	20.99	602598
59	125815	477613	20.85	603428
60	126656	474314	21.08	600970
61	125777	474279	20.96	600056
62	125985	474929	20.97	600914
63	125668	472915	20.99	598583
64	125772	470652	21.09	596424
65	125244	472369	20.96	597613
66	124987	469314	21.03	594301
67	124818	467870	21.06	592688
68	125271	469106	21.08	594377
69	124856	468423	21.05	593279
70	123956	466027	21.01	589983
71	123650	466005	20.97	589655
72	123235	463686	21.00	586921
73	123488	462491	21.07	585979
74	123387	462306	21.07	585693
75	121810	461396	20.89	583206
76	121875	458792	20.99	580667
77	122564	460544	21.02	583108
78	122899	458788	21.13	581687
79	122393	458316	21.08	580709
80	122078	456195	21.11	578273
81	121303	455056	21.05	576359
82	121089	454456	21.04	575545
83	121567	453867	21.13	575434
84	121463	452170	21.17	573633
85	120650	448386	21.20	569036
86	119721	450333	21.00	570054
87	120286	449379	21.12	569665
88	120102	447187	21.17	567289
89	119359	448108	21.03	567467
90	119745	445717	21.18	565462
91	118891	442944	21.16	561835
92	118706	443977	21.10	562683
93	119482	442214	21.27	561696
94	117690	440413	21.09	558103
95	118537	439512	21.24	558049
96	118011	436989	21.26	555000
97	116915	436201	21.14	553116
98	117818	434940	21.31	552758
99	117245	434128	21.26	551373
100	116409	431651	21.24	548060
