CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	298695	295217	50.29	593912
2	287013	224605	56.10	511618
3	335660	311184	51.89	646844
4	316655	312317	50.34	628972
5	320418	301352	51.53	621770
6	328596	317309	50.87	645905
7	304857	296464	50.70	601321
8	311301	303198	50.66	614499
9	317558	310639	50.55	628197
10	309542	304979	50.37	614521
11	306325	302206	50.34	608531
12	314198	309067	50.41	623265
13	307497	301953	50.45	609450
14	309794	301393	50.69	611187
15	306021	309016	49.76	615037
16	309611	303587	50.49	613198
17	312423	305101	50.59	617524
18	314257	311826	50.19	626083
19	309539	310239	49.94	619778
20	314741	307714	50.56	622455
21	315755	313700	50.16	629455
22	311978	309544	50.20	621522
23	310162	307198	50.24	617360
24	311546	314876	49.73	626422
25	308479	309489	49.92	617968
26	307328	310236	49.76	617564
27	309099	315734	49.47	624833
28	307002	311813	49.61	618815
29	306349	313176	49.45	619525
30	310194	316953	49.46	627147
31	309935	314213	49.66	624148
32	310208	311987	49.86	622195
33	311216	316643	49.57	627859
34	308824	313662	49.61	622486
35	307153	311212	49.67	618365
36	310276	316185	49.53	626461
37	308105	311364	49.74	619469
38	308645	311870	49.74	620515
39	310302	316745	49.49	627047
40	308526	315292	49.46	623818
41	310576	313188	49.79	623764
42	308385	319827	49.09	628212
43	309846	315334	49.56	625180
44	309509	313426	49.69	622935
45	306984	317459	49.16	624443
46	307828	311045	49.74	618873
47	306112	312368	49.49	618480
48	307205	317760	49.16	624965
49	308231	314644	49.49	622875
50	307218	312119	49.60	619337
51	308810	318519	49.23	627329
52	308463	316394	49.37	624857
53	308304	315833	49.40	624137
54	307940	317667	49.22	625607
55	306528	314149	49.39	620677
56	307124	313230	49.51	620354
57	307265	318715	49.09	625980
58	305388	314262	49.28	619650
59	306927	314154	49.42	621081
60	308586	319532	49.13	628118
61	307100	316307	49.26	623407
62	307685	315803	49.35	623488
63	310193	319443	49.27	629636
64	308341	316245	49.37	624586
65	307810	313567	49.54	621377
66	309722	317263	49.40	626985
67	306773	315730	49.28	622503
68	305432	316285	49.13	621717
69	309284	317708	49.33	626992
70	307214	316283	49.27	623497
71	306455	315160	49.30	621615
72	309715	320978	49.11	630693
73	308832	317376	49.32	626208
74	308480	315177	49.46	623657
75	307459	318500	49.12	625959
76	307161	315476	49.33	622637
77	306660	315232	49.31	621892
78	308914	319378	49.17	628292
79	307651	317528	49.21	625179
80	306601	316053	49.24	622654
81	306984	320625	48.91	627609
82	308284	316373	49.35	624657
83	309125	317400	49.34	626525
84	311010	319710	49.31	630720
85	308952	316455	49.40	625407
86	307772	315464	49.38	623236
87	310561	318771	49.35	629332
88	307886	316414	49.32	624300
89	306167	315217	49.27	621384
90	309082	319477	49.17	628559
91	307881	316597	49.30	624478
92	309035	316167	49.43	625202
93	310273	320432	49.19	630705
94	309758	318192	49.33	627950
95	309089	316572	49.40	625661
96	310317	319810	49.25	630127
97	308472	316003	49.40	624475
98	307035	315155	49.35	622190
99	308574	319349	49.14	627923
100	307542	316233	49.30	623775
