CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1844	197651	0.92	199495
2	6266	265272	2.31	271538
3	18406	180468	9.26	198874
4	38883	142319	21.46	181202
5	40942	170998	19.32	211940
6	41693	168353	19.85	210046
7	41737	167724	19.93	209461
8	40880	167715	19.60	208595
9	38913	163829	19.19	202742
10	41120	166034	19.85	207154
11	41429	164773	20.09	206202
12	40809	161648	20.16	202457
13	41051	162130	20.20	203181
14	41314	163777	20.14	205091
15	40992	161581	20.24	202573
16	41002	161810	20.22	202812
17	41519	162502	20.35	204021
18	41500	161492	20.44	202992
19	41255	161618	20.34	202873
20	41227	162216	20.26	203443
21	40758	161651	20.14	202409
22	40751	161854	20.11	202605
23	41211	161444	20.34	202655
24	40965	160534	20.33	201499
25	40754	160417	20.26	201171
26	40593	160628	20.17	201221
27	40497	161032	20.09	201529
28	40573	160624	20.17	201197
29	40775	160632	20.25	201407
30	40885	159336	20.42	200221
31	40861	159593	20.38	200454
32	41068	159393	20.49	200461
33	41020	159563	20.45	200583
34	41108	158012	20.64	199120
35	41271	158631	20.65	199902
36	41334	157810	20.76	199144
37	41429	156999	20.88	198428
38	41488	157363	20.86	198851
39	41434	156506	20.93	197940
40	41455	156732	20.92	198187
41	41245	156774	20.83	198019
42	41365	156161	20.94	197526
43	41558	154889	21.15	196447
44	41456	155311	21.07	196767
45	41627	155346	21.13	196973
46	41315	153413	21.22	194728
47	41708	154100	21.30	195808
48	41208	154259	21.08	195467
49	41414	153258	21.27	194672
50	41316	153451	21.21	194767
51	41323	153157	21.25	194480
52	41576	152608	21.41	194184
53	41341	152648	21.31	193989
54	41015	152101	21.24	193116
55	41418	151604	21.46	193022
56	41360	151134	21.49	192494
57	41188	151369	21.39	192557
58	41137	151352	21.37	192489
59	41187	150394	21.50	191581
60	41155	150215	21.51	191370
61	41346	149990	21.61	191336
62	40748	149543	21.41	190291
63	40935	149447	21.50	190382
64	40835	148497	21.57	189332
65	40578	148350	21.48	188928
66	40742	148946	21.48	189688
67	40759	148030	21.59	188789
68	40431	147697	21.49	188128
69	40575	146918	21.64	187493
70	40173	146642	21.50	186815
71	40393	146846	21.57	187239
72	40387	146901	21.56	187288
73	40237	145807	21.63	186044
74	39878	146420	21.41	186298
75	39629	144868	21.48	184497
76	40209	145031	21.71	185240
77	39834	144779	21.58	184613
78	39862	145132	21.55	184994
79	39605	144073	21.56	183678
80	39316	143929	21.46	183245
81	38975	143286	21.38	182261
82	39359	143104	21.57	182463
83	39535	142492	21.72	182027
84	39352	141908	21.71	181260
85	39388	141192	21.81	180580
86	39070	141013	21.70	180083
87	38471	140759	21.46	179230
88	38641	139552	21.68	178193
89	38890	139874	21.75	178764
90	38398	139572	21.58	177970
91	38553	138668	21.75	177221
92	38625	138502	21.81	177127
93	38490	138435	21.75	176925
94	38516	137388	21.90	175904
95	38660	136282	22.10	174942
96	38037	135621	21.90	173658
97	37970	135497	21.89	173467
98	38070	135366	21.95	173436
99	37913	134992	21.93	172905
100	37622	133956	21.93	171578
