CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	95003	2481771	3.69	2576774
2	97794	2339339	4.01	2437133
3	112927	2602265	4.16	2715192
4	100497	2645702	3.66	2746199
5	100938	2612444	3.72	2713382
6	102468	2650505	3.72	2752973
7	101901	2639193	3.72	2741094
8	101974	2664043	3.69	2766017
9	102213	2661201	3.70	2763414
10	99428	2645747	3.62	2745175
11	98974	2646255	3.61	2745229
12	102906	2658218	3.73	2761124
13	100417	2658138	3.64	2758555
14	100621	2668682	3.63	2769303
15	98648	2682629	3.55	2781277
16	101130	2673619	3.64	2774749
17	100349	2681357	3.61	2781706
18	102222	2687206	3.66	2789428
19	98432	2685359	3.54	2783791
20	119023	2575386	4.42	2694409
21	113854	2620177	4.16	2734031
22	100872	2686010	3.62	2786882
23	100727	2682154	3.62	2782881
24	100231	2691595	3.59	2791826
25	99408	2689979	3.56	2789387
26	99407	2687737	3.57	2787144
27	100805	2702857	3.60	2803662
28	99502	2698179	3.56	2797681
29	97881	2690918	3.51	2788799
30	100131	2701497	3.57	2801628
31	100304	2690292	3.59	2790596
32	99526	2679423	3.58	2778949
33	102937	2677956	3.70	2780893
34	102400	2667862	3.70	2770262
35	102798	2675783	3.70	2778581
36	99744	2701026	3.56	2800770
37	104770	2683859	3.76	2788629
38	103852	2675891	3.74	2779743
39	101187	2688904	3.63	2790091
40	100349	2691027	3.59	2791376
41	99921	2679672	3.59	2779593
42	98534	2687130	3.54	2785664
43	99100	2681052	3.56	2780152
44	98509	2673568	3.55	2772077
45	98395	2689423	3.53	2787818
46	111083	2621096	4.07	2732179
47	98628	2681323	3.55	2779951
48	98504	2696718	3.52	2795222
49	104225	2663192	3.77	2767417
50	103881	2661564	3.76	2765445
51	99404	2695052	3.56	2794456
52	98131	2685077	3.53	2783208
53	99209	2677685	3.57	2776894
54	101061	2672740	3.64	2773801
55	99437	2678592	3.58	2778029
56	98440	2681711	3.54	2780151
57	99010	2690234	3.55	2789244
58	98360	2692163	3.52	2790523
59	98937	2685598	3.55	2784535
60	98514	2689525	3.53	2788039
61	98749	2687092	3.54	2785841
62	99295	2674528	3.58	2773823
63	99158	2681709	3.57	2780867
64	98585	2674442	3.56	2773027
65	99008	2671288	3.57	2770296
66	100500	2677585	3.62	2778085
67	101702	2661925	3.68	2763627
68	98064	2679905	3.53	2777969
69	98871	2690984	3.54	2789855
70	99501	2686168	3.57	2785669
71	100913	2662855	3.65	2763768
72	99015	2677778	3.57	2776793
73	99621	2667422	3.60	2767043
74	99177	2664669	3.59	2763846
75	100698	2668682	3.64	2769380
76	99549	2666426	3.60	2765975
77	100528	2666248	3.63	2766776
78	100093	2680157	3.60	2780250
79	98502	2681333	3.54	2779835
80	98866	2676158	3.56	2775024
81	99771	2680933	3.59	2780704
82	102789	2653017	3.73	2755806
83	101708	2652333	3.69	2754041
84	102420	2650220	3.72	2752640
85	100534	2654782	3.65	2755316
86	100163	2648477	3.64	2748640
87	101035	2660076	3.66	2761111
88	99505	2665095	3.60	2764600
89	99061	2668341	3.58	2767402
90	99229	2672046	3.58	2771275
91	99103	2670993	3.58	2770096
92	98971	2662665	3.58	2761636
93	100952	2658788	3.66	2759740
94	99869	2649537	3.63	2749406
95	100067	2641357	3.65	2741424
96	100266	2650560	3.64	2750826
97	100043	2647144	3.64	2747187
98	101032	2648256	3.67	2749288
99	101283	2653632	3.68	2754915
100	102178	2649256	3.71	2751434
