CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	16716	1282033	1.29	1298749
2	23983	749762	3.10	773745
3	229335	381772	37.53	611107
4	353511	426684	45.31	780195
5	365965	394635	48.12	760600
6	352880	384730	47.84	737610
7	362290	402067	47.40	764357
8	310749	387105	44.53	697854
9	330289	381671	46.39	711960
10	332154	387853	46.13	720007
11	321765	378906	45.92	700671
12	318806	371141	46.21	689947
13	324965	379028	46.16	703993
14	317686	373418	45.97	691104
15	317323	368608	46.26	685931
16	321634	375106	46.16	696740
17	319305	370579	46.28	689884
18	321062	366819	46.67	687881
19	326593	372844	46.69	699437
20	320142	373123	46.18	693265
21	318379	368317	46.36	686696
22	319470	371084	46.26	690554
23	319441	368942	46.40	688383
24	317531	364314	46.57	681845
25	317806	369285	46.25	687091
26	316182	366454	46.32	682636
27	316752	363688	46.55	680440
28	316973	368686	46.23	685659
29	314648	365183	46.28	679831
30	317261	361052	46.77	678313
31	318075	363817	46.65	681892
32	317183	360255	46.82	677438
33	316021	356419	47.00	672440
34	318864	360369	46.94	679233
35	318982	355230	47.31	674212
36	317457	351354	47.47	668811
37	322324	353537	47.69	675861
38	320604	350221	47.79	670825
39	323389	346668	48.26	670057
40	323902	350226	48.05	674128
41	322552	346892	48.18	669444
42	323338	342739	48.54	666077
43	324731	346282	48.39	671013
44	324064	342262	48.63	666326
45	323331	339182	48.80	662513
46	323551	342426	48.58	665977
47	322775	338562	48.81	661337
48	322903	337282	48.91	660185
49	324555	339414	48.88	663969
50	323864	336940	49.01	660804
51	324256	333506	49.30	657762
52	323598	335487	49.10	659085
53	321955	334154	49.07	656109
54	320978	331918	49.16	652896
55	322482	333377	49.17	655859
56	320284	330940	49.18	651224
57	320574	328831	49.36	649405
58	319795	333172	48.98	652967
59	319631	330488	49.16	650119
60	319689	329155	49.27	648844
61	321470	330792	49.29	652262
62	319709	327905	49.37	647614
63	318366	326305	49.38	644671
64	319703	328163	49.35	647866
65	318155	325657	49.42	643812
66	316672	323146	49.49	639818
67	318900	324802	49.54	643702
68	315371	323758	49.34	639129
69	314645	321699	49.45	636344
70	316840	324930	49.37	641770
71	314288	322050	49.39	636338
72	312145	319072	49.45	631217
73	313445	321483	49.37	634928
74	311105	318955	49.38	630060
75	309359	318108	49.30	627467
76	311887	319108	49.43	630995
77	309455	318148	49.31	627603
78	308816	315958	49.43	624774
79	310474	319807	49.26	630281
80	307700	317169	49.24	624869
81	306856	313911	49.43	620767
82	307316	315481	49.34	622797
83	305380	313832	49.32	619212
84	303686	310462	49.45	614148
85	304493	312959	49.31	617452
86	302704	310183	49.39	612887
87	301903	308546	49.46	610449
88	302871	310634	49.37	613505
89	300456	308953	49.30	609409
90	300050	305725	49.53	605775
91	300565	308838	49.32	609403
92	297991	307203	49.24	605194
93	297756	304755	49.42	602511
94	298767	306464	49.36	605231
95	294689	303513	49.26	598202
96	294002	299863	49.51	593865
97	294729	302953	49.31	597682
98	293806	301621	49.34	595427
99	291916	300055	49.31	591971
100	291372	301463	49.15	592835
