CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	115741	437912	20.90	553653
2	129461	423477	23.41	552938
3	139443	487333	22.25	626776
4	127902	488510	20.75	616412
5	134619	496261	21.34	630880
6	133906	487535	21.55	621441
7	131333	487772	21.21	619105
8	134277	498203	21.23	632480
9	133724	494118	21.30	627842
10	130659	489086	21.08	619745
11	130505	496093	20.83	626598
12	132496	490884	21.25	623380
13	132529	488030	21.36	620559
14	132492	494562	21.13	627054
15	130536	495592	20.85	626128
16	132287	493251	21.15	625538
17	132660	499287	20.99	631947
18	134462	499335	21.22	633797
19	131727	501032	20.82	632759
20	137128	486974	21.97	624102
21	135823	489488	21.72	625311
22	133322	497253	21.14	630575
23	133192	500959	21.00	634151
24	132303	499073	20.95	631376
25	131188	497968	20.85	629156
26	131966	502157	20.81	634123
27	131864	500989	20.84	632853
28	132424	499892	20.94	632316
29	131593	506152	20.63	637745
30	133098	505510	20.84	638608
31	133695	502881	21.00	636576
32	133367	505623	20.87	638990
33	133539	501001	21.05	634540
34	132855	499651	21.00	632506
35	133364	502064	20.99	635428
36	132553	502004	20.89	634557
37	133186	499394	21.05	632580
38	133512	502363	21.00	635875
39	134006	502740	21.05	636746
40	132637	503378	20.85	636015
41	133331	506388	20.84	639719
42	131866	505793	20.68	637659
43	132834	503100	20.89	635934
44	132729	503174	20.87	635903
45	132432	503161	20.84	635593
46	134960	491937	21.53	626897
47	131307	504046	20.67	635353
48	131134	504273	20.64	635407
49	132774	498667	21.03	631441
50	132936	501367	20.96	634303
51	132878	506152	20.79	639030
52	132881	505701	20.81	638582
53	133723	504946	20.94	638669
54	132607	500942	20.93	633549
55	132679	502772	20.88	635451
56	132145	503203	20.80	635348
57	131529	502805	20.73	634334
58	131594	502685	20.75	634279
59	132553	505581	20.77	638134
60	132424	504577	20.79	637001
61	132911	503608	20.88	636519
62	133240	506652	20.82	639892
63	132663	504492	20.82	637155
64	132220	502216	20.84	634436
65	133098	504901	20.86	637999
66	132762	502066	20.91	634828
67	132405	500055	20.93	632460
68	131766	503312	20.75	635078
69	131746	505329	20.68	637075
70	132158	503645	20.79	635803
71	132785	504164	20.85	636949
72	132580	506892	20.73	639472
73	131891	503551	20.76	635442
74	132479	503911	20.82	636390
75	132102	502820	20.81	634922
76	131497	500350	20.81	631847
77	131917	502192	20.80	634109
78	131034	502864	20.67	633898
79	131936	501547	20.83	633483
80	131637	503878	20.71	635515
81	131762	504679	20.70	636441
82	133187	501696	20.98	634883
83	133519	503276	20.97	636795
84	133040	503712	20.89	636752
85	132349	500792	20.90	633141
86	131845	501883	20.80	633728
87	132639	499731	20.97	632370
88	131528	501232	20.79	632760
89	132047	502275	20.82	634322
90	131099	503507	20.66	634606
91	132020	504137	20.75	636157
92	132074	505177	20.73	637251
93	132510	504518	20.80	637028
94	132748	502137	20.91	634885
95	131662	503133	20.74	634795
96	132017	501406	20.84	633423
97	131973	499234	20.91	631207
98	131606	500913	20.81	632519
99	131538	502222	20.76	633760
100	132012	501477	20.84	633489
